"year","y","age","educ","female","yl1","yl2","yp1","dy","dy_pre","dy_post","va","va_previous","dva","year_previous"
2006,1.062794,48,4,0,1.539682,1.336835,1.074908,-0.476888,0.202847,0.012114,2.798717,2.728079,0.0706379999999998,2005
2007,1.514588,49,6,1,1.614042,1.619712,1.51327,-0.0994539999999999,-0.00567000000000006,-0.00131800000000015,2.527768,3.65206,-1.124292,2006
2008,1.115352,51,4,0,1.511039,1.541871,1.014225,-0.395687,-0.030832,-0.101127,2.515238,2.436416,0.0788220000000002,2007
2006,1.103616,46,4,1,1.070875,1.092318,1.114284,0.0327409999999999,-0.0214429999999999,0.0106680000000001,2.507724,2.749192,-0.241468,2005
2008,1.235638,53,12,1,1.437352,1.412188,1.273197,-0.201714,0.025164,0.0375589999999999,1.936207,2.927069,-0.990862,2007
2004,1.448974,44,4,1,0.9627839,0.9690813,1.431636,0.4861901,-0.00629740000000001,-0.0173380000000001,1.951644,1.716342,0.235302,2003
2004,2.491918,48,12,0,2.1476,2.117335,2.510461,0.344318,0.030265,0.0185429999999998,3.449025,3.494707,-0.0456820000000002,2003
2008,1.109697,37,4,0,1.135297,1.113567,1.445217,-0.0256000000000001,0.02173,0.33552,2.814241,2.47261,0.341631,2007
2006,0.8422518,46,4,0,1.693832,1.68872,0.8181057,-0.8515802,0.00511200000000001,-0.0241460999999999,3.145031,3.606286,-0.461255,2005
2007,1.480435,47,9,1,1.427148,1.489931,1.457463,0.0532869999999999,-0.0627829999999998,-0.022972,3.09458,3.098244,-0.00366400000000011,2006
2004,1.183462,44,4,1,1.041515,1.057935,0.9893097,0.141947,-0.0164200000000001,-0.1941523,2.045135,1.716342,0.328793,2003
2008,1.865135,48,9,0,1.86919,1.873725,1.799879,-0.00405499999999992,-0.00453500000000018,-0.065256,3.208909,3.807272,-0.598363,2007
2008,1.389789,47,4,0,1.098719,1.123419,1.397789,0.29107,-0.0246999999999999,0.00800000000000001,2.272773,2.388999,-0.116226,2007
2007,1.609545,46,9,0,1.590829,1.679196,1.622034,0.018716,-0.0883669999999999,0.012489,3.733745,2.739861,0.993884,2006
2005,1.537279,44,9,0,1.615933,1.698469,1.506411,-0.078654,-0.0825359999999999,-0.0308680000000001,2.881858,3.140496,-0.258638,2004
2006,1.161885,48,4,0,1.131814,1.154514,1.316366,0.030071,-0.0226999999999999,0.154481,2.495588,2.092906,0.402682,2005
2007,1.606835,47,4,1,1.444927,1.417833,1.140484,0.161908,0.0270940000000002,-0.466351,2.507935,3.547185,-1.03925,2006
2006,1.144873,48,6,0,0.9086701,0.9313701,1.192401,0.2362029,-0.0226999999999999,0.047528,2.714776,3.148467,-0.433691,2005
2004,1.2486,43,4,1,1.16673,1.189418,1.221946,0.0818699999999999,-0.022688,-0.026654,2.681307,2.579128,0.102179,2003
2004,1.619324,47,9,1,1.423767,1.473078,1.711411,0.195557,-0.0493110000000001,0.092087,3.426067,3.329083,0.0969840000000004,2003
2004,0.9509789,54,4,1,0.9627839,0.9690813,1.327396,-0.0118050000000001,-0.00629740000000001,0.3764171,1.951644,1.716342,0.235302,2003
2007,1.593998,46,6,1,1.501179,1.359029,1.511115,0.092819,0.14215,-0.082883,3.09458,3.345048,-0.250468,2006
2007,1.651731,45,9,1,1.402694,1.518964,1.570276,0.249037,-0.11627,-0.0814550000000001,3.09458,3.345048,-0.250468,2006
2006,1.472418,44,6,0,1.584017,1.57035,1.522319,-0.111599,0.0136670000000001,0.049901,2.84208,2.895866,-0.0537859999999997,2005
2007,1.468252,46,4,1,1.46687,1.473399,1.468072,0.00138199999999999,-0.00652900000000001,-0.000179999999999847,2.527768,3.65206,-1.124292,2006
2006,1.802311,59,6,0,1.361193,1.360722,1.562499,0.441118,0.00047100000000011,-0.239812,2.763563,3.254203,-0.49064,2005
2008,1.934602,58,6,1,1.922206,1.7915,2.038138,0.0123959999999999,0.130706,0.103536,2.529357,2.485095,0.0442620000000002,2007
2005,1.450486,45,6,1,1.473186,1.496886,1.419886,-0.0227000000000002,-0.0236999999999998,-0.0306,2.691875,3.107981,-0.416106,2004
2004,2.2082,46,4,0,1.906171,1.936065,2.228704,0.302029,-0.0298939999999999,0.0205039999999999,3.803624,2.65333,1.150294,2003
2006,1.132944,44,4,1,1.170704,1.190077,1.078917,-0.03776,-0.0193730000000001,-0.054027,2.036909,1.735504,0.301405,2005
2007,1.628193,47,12,0,1.607935,1.694502,1.632174,0.0202580000000001,-0.0865670000000001,0.00398100000000001,3.204827,2.886628,0.318199,2006
2007,1.272837,49,4,0,1.378213,1.381248,1.378294,-0.105376,-0.00303500000000012,0.105457,2.467249,3.65206,-1.184811,2006
2005,2.688142,43,9,0,2.561831,2.87462,2.814528,0.126311,-0.312789,0.126386,3.819705,3.950902,-0.131197,2004
2006,2.464593,51,16,1,2.518219,2.476831,2.439893,-0.0536260000000004,0.0413880000000004,-0.0246999999999997,3.896074,3.474898,0.421176,2005
2008,1.713916,55,4,0,1.673558,1.698258,1.70583,0.0403579999999999,-0.0246999999999999,-0.00808600000000004,3.760844,3.861993,-0.101149,2007
2007,1.377226,46,4,0,1.020235,1.238577,1.244763,0.356991,-0.218342,-0.132463,3.364298,2.705475,0.658823,2006
2008,1.563217,55,4,1,1.527441,1.528884,1.593401,0.035776,-0.00144299999999986,0.030184,2.708885,2.634495,0.0743900000000002,2007
2006,1.446892,46,4,0,1.478788,1.442684,1.422192,-0.0318959999999999,0.0361039999999999,-0.0247000000000002,2.784753,3.037034,-0.252281,2005
2004,1.403848,44,4,0,1.205918,1.124678,1.406634,0.19793,0.08124,0.00278599999999996,3.037468,2.166104,0.871364,2003
2006,2.669729,53,9,0,2.242779,1.927025,2.645029,0.42695,0.315754,-0.0246999999999997,3.622781,4.03422,-0.411439000000001,2005
2008,1.969607,51,9,0,2.656657,2.66499,1.977607,-0.68705,-0.00833299999999992,0.00799999999999979,3.863957,3.09458,0.769377,2007
2007,2.305457,50,9,1,2.330674,2.296346,2.154045,-0.025217,0.0343279999999999,-0.151412,2.64463,2.835696,-0.191066,2006
2005,1.06057,52,4,0,1.063485,0.8659058,1.060709,-0.002915,0.1975792,0.000138999999999889,2.492358,2.985403,-0.493045,2004
2008,1.235638,49,9,0,1.714435,1.725268,1.243638,-0.478797,-0.0108330000000001,0.00800000000000001,3.138417,3.119001,0.0194160000000001,2007
2004,1.594926,46,9,1,1.619542,1.617674,1.619601,-0.024616,0.00186799999999998,0.024675,3.322647,3.465736,-0.143089,2003
2006,1.57362,59,4,0,1.749943,1.738014,1.54892,-0.176323,0.0119290000000001,-0.0246999999999999,3.301711,3.370131,-0.0684200000000001,2005
2007,1.078917,49,9,1,1.764216,1.843606,1.053316,-0.685299,-0.0793900000000001,-0.025601,4.005526,2.760242,1.245284,2006
2004,1.454282,50,9,0,1.433813,1.388162,1.431582,0.0204690000000001,0.0456510000000001,-0.0227000000000002,2.950058,3.702509,-0.752451,2003
2004,1.948073,45,16,1,2.49202,2.517014,1.919026,-0.543947,-0.024994,-0.029047,3.995916,4.38912,-0.393204,2003
2008,1.405381,48,4,0,1.261238,1.22051,1.425163,0.144143,0.0407280000000001,0.019782,3.673228,3.05796,0.615268,2007
2006,1.158007,44,6,0,1.354025,1.376725,1.140952,-0.196018,-0.0226999999999999,-0.017055,2.811145,2.63872,0.172425,2005
2008,1.518308,45,4,0,1.484382,1.509082,1.526308,0.0339259999999999,-0.0246999999999999,0.00800000000000001,1.969558,2.546672,-0.577114,2007
2004,1.743369,42,4,0,1.577217,1.609717,1.744547,0.166152,-0.0325,0.00117800000000012,2.712303,3.132185,-0.419882,2003
2008,1.682458,48,12,0,1.577265,1.601965,1.684041,0.105193,-0.0247000000000002,0.00158299999999989,2.491269,2.643912,-0.152643,2007
2006,2.019907,45,4,1,1.514466,1.414953,1.995207,0.505441,0.0995130000000002,-0.0246999999999999,2.637069,2.538107,0.0989619999999998,2005
2005,1.781791,45,6,0,1.515863,1.546009,1.80968,0.265928,-0.030146,0.0278890000000001,2.738224,2.739861,-0.00163699999999967,2004
2006,1.979425,43,6,0,2.488896,2.490843,2.039798,-0.509471,-0.00194699999999992,0.0603729999999998,2.560553,3.195002,-0.634449,2005
2005,1.59795,41,6,0,1.697879,1.721579,1.574869,-0.0999289999999999,-0.0237000000000001,-0.0230809999999999,2.768245,3.146896,-0.378651,2004
2007,1.744693,48,9,1,1.876499,1.902304,1.746464,-0.131806,-0.0258050000000001,0.00177099999999997,2.806199,3.730021,-0.923822,2006
2004,1.433676,43,6,1,1.210455,1.209701,1.551401,0.223221,0.000754000000000143,0.117725,3.461153,2.968411,0.492742,2003
2005,1.628913,44,6,0,1.724841,1.664289,1.604392,-0.095928,0.0605520000000002,-0.024521,3.708124,3.430801,0.277323,2004
2004,1.144682,44,4,1,1.139794,1.094333,1.149598,0.004888,0.045461,0.00491599999999992,2.529357,2.527768,0.00158900000000006,2003
2007,2.340351,45,12,0,2.335583,1.463629,2.357386,0.00476799999999988,0.871954,0.0170349999999999,3.595079,3.054358,0.540721,2006
2005,2.770419,43,9,0,2.630878,2.349998,2.705362,0.139541,0.28088,-0.0650569999999999,3.494966,3.139281,0.355685,2004
2006,2.009453,55,4,1,1.461187,1.456271,1.426752,0.548266,0.00491599999999992,-0.582701,3.65206,2.708885,0.943175,2005
2007,2.328818,55,16,0,2.353518,2.407964,2.303218,-0.0247000000000002,-0.054446,-0.0255999999999998,2.659056,3.210753,-0.551697,2006
2007,1.154958,48,6,1,0.8928955,0.9234954,1.148627,0.2620625,-0.0305999,-0.00633099999999986,2.001716,2.253726,-0.25201,2006
2005,1.061646,48,6,1,1.234228,0.9573691,1.031046,-0.172582,0.2768589,-0.0306000000000002,2.167578,2.268199,-0.100621,2004
2006,1.299183,47,9,1,1.641034,1.741852,1.585734,-0.341851,-0.100818,0.286551,3.517503,2.897238,0.620265,2005
2004,1.161769,42,4,1,0.9608673,0.9671648,0.9038004,0.2009017,-0.00629750000000007,-0.2579686,1.951644,1.716342,0.235302,2003
2007,2.701468,44,12,0,2.605416,2.684806,2.679021,0.0960520000000002,-0.0793900000000001,-0.0224470000000001,2.972431,2.388455,0.583976,2006
2007,2.701914,48,12,1,2.387187,2.393834,2.531461,0.314727,-0.00664700000000007,-0.170453,4.071344,4.245835,-0.174491,2006
2008,1.326392,55,6,1,1.110415,1.071093,1.414176,0.215977,0.0393219999999999,0.0877840000000001,2.836737,3.802513,-0.965776,2007
2007,2.552764,50,12,1,2.549123,2.537859,2.52808,0.00364100000000001,0.0112639999999997,-0.0246839999999997,3.708078,3.386545,0.321533,2006
2007,1.23592,47,9,1,1.62642,1.577684,1.288438,-0.3905,0.0487359999999999,0.0525180000000001,2.070341,2.84857,-0.778229,2006
2008,1.70042,46,9,0,1.683232,1.672334,1.780131,0.017188,0.0108980000000001,0.0797109999999999,3.345141,2.939637,0.405504,2007
2005,1.077114,44,6,1,1.245202,2.032195,1.071069,-0.168088,-0.786993,-0.00604499999999986,2.708885,3.65206,-0.943175,2004
2008,1.276245,54,4,0,1.058714,1.083414,1.440656,0.217531,-0.0247000000000002,0.164411,2.925694,2.865125,0.0605690000000001,2007
2008,1.215435,45,6,1,1.234452,1.208532,1.202816,-0.0190170000000001,0.0259200000000002,-0.0126189999999999,2.577108,3.102875,-0.525767,2007
2008,1.080932,44,4,0,1.187475,1.240003,1.085033,-0.106543,-0.0525279999999999,0.00410099999999991,2.66451,3.289277,-0.624767,2007
2008,1.276016,45,4,0,1.759098,1.324051,1.518189,-0.483082,0.435047,0.242173,2.833281,2.281516,0.551765,2007
2007,1.950438,46,4,0,1.432847,1.442146,1.949897,0.517591,-0.00929899999999995,-0.000540999999999903,3.529956,2.913661,0.616295,2006
2005,1.739014,49,4,0,1.673792,1.682603,1.683375,0.0652220000000001,-0.00881100000000012,-0.055639,3.31182,3.397799,-0.085979,2004
2006,1.437483,46,6,0,1.567993,1.506953,1.014959,-0.13051,0.06104,-0.422524,3.636216,3.258025,0.378191,2005
2007,2.276469,45,9,1,1.501745,1.508735,2.206126,0.774724,-0.00698999999999983,-0.0703430000000003,2.485095,2.708885,-0.22379,2006
2005,0.8457341,43,6,0,1.410473,1.239413,0.8422518,-0.5647389,0.17106,-0.00348230000000005,1.76704,2.730589,-0.963549,2004
2006,2.28657,44,9,0,2.1995,2.202495,2.26187,0.0870700000000002,-0.00299499999999986,-0.0247000000000002,2.786715,3.353489,-0.566774,2005
2005,1.390795,43,4,0,1.870111,1.478823,1.454273,-0.479316,0.391288,0.0634779999999999,2.354121,2.198104,0.156017,2004
2008,2.882051,53,16,0,2.867632,2.890557,2.887155,0.0144190000000002,-0.0229249999999999,0.00510399999999978,3.528793,3.36372,0.165073,2007
2004,2.406866,55,9,0,2.260012,2.292512,2.451259,0.146854,-0.0324999999999998,0.0443929999999999,3.786069,2.485947,1.300122,2003
2008,1.235443,48,9,1,1.261238,0.8876785,1.243638,-0.025795,0.3735595,0.00819499999999995,2.439402,1.936379,0.503023,2007
2004,2.12721,43,12,0,2.093469,2.098296,2.242647,0.033741,-0.00482700000000014,0.115437,4.436751,3.903986,0.532765,2003
2008,1.245588,41,12,0,1.649896,1.66893,1.397789,-0.404308,-0.019034,0.152201,2.478159,2.984112,-0.505953,2007
2005,1.641034,54,4,0,1.639343,1.632469,1.610434,0.00169100000000011,0.00687400000000005,-0.0306000000000002,3.140224,3.231844,-0.0916200000000003,2004
2007,1.377538,46,4,0,1.360717,1.392253,1.351938,0.016821,-0.031536,-0.0255999999999998,3.155763,3.289577,-0.133814,2006
2005,2.797837,48,9,0,2.371118,2.394818,3.273374,0.426719,-0.0236999999999998,0.475537,3.829268,3.484427,0.344841,2004
2004,1.259473,55,4,0,1.303453,1.308427,1.259615,-0.0439799999999999,-0.00497400000000003,0.000141999999999864,1.847719,2.69487,-0.847151,2003
2005,1.72234,43,6,0,1.503,1.501627,1.629813,0.21934,0.00137299999999985,-0.092527,3.565887,3.063236,0.502651,2004
2007,1.20669,43,12,0,1.93042,1.900317,1.213433,-0.72373,0.030103,0.00674299999999994,3.389301,3.478885,-0.0895839999999999,2006
2005,0.7351708,43,4,1,1.097166,1.106647,0.5888437,-0.3619952,-0.00948099999999985,-0.1463271,3.717545,2.901335,0.81621,2004
2005,0.9891908,41,4,0,0.9219661,0.8426231,1.181734,0.0672247,0.0793430000000001,0.1925432,1.991102,2.144676,-0.153574,2004
2007,1.272837,45,4,1,1.270824,1.277624,1.271649,0.00201300000000004,-0.00680000000000014,-0.00118799999999997,2.527768,3.65206,-1.124292,2006
2008,1.144984,49,4,0,1.365598,1.352038,1.182311,-0.220614,0.01356,0.0373269999999999,3.21804,3.003711,0.214329,2007
2005,1.398118,43,9,0,1.378459,1.357926,1.408156,0.0196589999999999,0.0205330000000001,0.010038,2.611857,1.927267,0.68459,2004
2008,2.151929,55,9,1,1.281041,1.285938,2.159929,0.870888,-0.00489699999999993,0.00800000000000001,3.494582,3.063068,0.431514,2007
2007,1.106532,54,6,1,0.9551165,0.9598631,0.9612012,0.1514155,-0.00474659999999993,-0.1453308,2.275028,3.085664,-0.810636,2006
2008,1.235638,46,6,1,1.447718,1.440089,1.243638,-0.21208,0.00762900000000011,0.00800000000000001,2.56611,2.63048,-0.0643699999999998,2007
2007,1.327161,42,4,0,1.876698,1.214695,1.301561,-0.549537,0.662003,-0.0256000000000001,3.055383,2.528833,0.52655,2006
2006,2.019907,44,9,0,1.800121,1.822821,2.095595,0.219786,-0.0226999999999999,0.075688,3.323796,1.985492,1.338304,2005
2006,1.738749,44,4,0,0.9786615,1.000296,1.75695,0.7600875,-0.0216345000000001,0.0182009999999999,4.417483,3.277558,1.139925,2005
2004,2.096924,42,12,0,2.066943,2.021813,2.112543,0.0299809999999998,0.0451300000000003,0.015619,4.154637,3.64028,0.514357,2003
2006,2.327392,41,12,0,2.392015,2.387533,2.327672,-0.0646229999999997,0.00448199999999987,0.000280000000000058,3.53705,4.176655,-0.639605,2005
2005,3.036884,45,12,0,2.754286,2.726007,2.929777,0.282598,0.0282789999999999,-0.107107,2.729638,3.84457,-1.114932,2004
2008,2.041994,46,6,0,2.032503,2.072951,2.06897,0.00949099999999969,-0.040448,0.0269760000000003,3.760844,3.861993,-0.101149,2007
2008,1.760576,47,9,0,1.173265,1.189324,1.808289,0.587311,-0.016059,0.0477130000000001,2.242798,3.751018,-1.50822,2007
2006,1.389136,48,4,0,1.289295,1.256404,1.331751,0.0998409999999998,0.032891,-0.057385,2.629163,1.917461,0.711702,2005
2008,1.096376,55,4,1,1.279252,1.124912,1.130843,-0.182876,0.15434,0.034467,3.65206,2.485095,1.166965,2007
2004,1.179539,41,4,1,1.041515,1.049821,1.139666,0.138024,-0.00830599999999992,-0.0398729999999998,2.541447,1.716342,0.825105,2003
2008,1.303297,46,6,0,1.292414,1.582332,1.368276,0.010883,-0.289918,0.0649790000000001,3.415943,2.644311,0.771632,2007
2006,1.373644,44,4,1,1.336847,1.196387,1.374567,0.0367970000000002,0.14046,0.000923000000000007,3.678876,3.661014,0.0178619999999996,2005
2005,1.387967,42,4,0,1.339394,1.284976,1.263314,0.048573,0.0544180000000001,-0.124653,2.547621,2.781982,-0.234361,2004
2004,1.103516,44,9,1,1.459732,1.088777,1.108694,-0.356216,0.370955,0.00517800000000013,2.575267,3.65206,-1.076793,2003
2008,1.439939,44,6,0,1.422506,1.313877,1.341974,0.017433,0.108629,-0.0979650000000001,2.738224,3.17411,-0.435886,2007
2007,1.911277,51,12,1,1.845554,1.722003,1.937017,0.065723,0.123551,0.0257400000000001,3.130548,3.537899,-0.407351,2006
2005,2.947411,48,12,0,2.974905,3.082162,2.916811,-0.0274940000000004,-0.107257,-0.0305999999999997,3.464775,3.866439,-0.401664,2004
2006,2.32626,49,12,0,2.104149,2.116942,2.304725,0.222111,-0.0127929999999998,-0.0215350000000001,4.36024,2.990354,1.369886,2005
2008,1.474655,43,6,1,1.588141,1.501745,1.47475,-0.113486,0.0863959999999999,9.49999999999562e-05,2.529357,2.485095,0.0442620000000002,2007
2007,1.638337,46,6,0,1.411101,2.103693,1.612737,0.227236,-0.692592,-0.0255999999999998,2.832028,2.893623,-0.0615949999999996,2006
2004,1.471786,40,6,1,1.524206,1.532263,1.682777,-0.0524199999999999,-0.00805699999999998,0.210991,2.810061,2.107105,0.702956,2003
2008,1.883613,48,6,1,1.215303,1.270965,1.803254,0.66831,-0.0556619999999999,-0.0803590000000001,3.20806,2.924067,0.283993,2007
2008,2.561997,48,9,1,2.586086,2.596565,2.569997,-0.024089,-0.0104790000000001,0.00800000000000001,4.47817,3.817374,0.660796,2007
2008,1.606189,47,4,0,1.319507,1.320339,1.353008,0.286682,-0.000831999999999944,-0.253181,2.729638,3.602236,-0.872598,2007
2007,1.999199,48,9,1,1.86435,1.81665,1.973599,0.134849,0.0476999999999999,-0.0255999999999998,2.725991,3.776692,-1.050701,2006
2004,1.52268,39,4,1,1.45159,1.594494,1.538841,0.0710900000000001,-0.142904,0.0161609999999999,2.534911,3.65206,-1.117149,2003
2008,2.742305,52,16,0,2.309701,2.334401,2.743633,0.432604,-0.0247000000000002,0.001328,4.082989,3.500453,0.582536000000001,2007
2008,1.053316,46,4,0,1.499979,1.513074,1.139434,-0.446663,-0.0130950000000001,0.0861180000000001,2.19584,2.641574,-0.445734,2007
2007,2.552764,42,12,0,3.139291,2.876196,2.581978,-0.586527,0.263095,0.0292140000000001,3.144695,4.345243,-1.200548,2006
2005,1.827364,50,12,0,2.65868,2.689358,1.796764,-0.831316,-0.030678,-0.0306,3.770943,3.367296,0.403647,2004
2008,2.002554,46,6,0,2.003175,2.014292,2.00738,-0.000621000000000205,-0.011117,0.004826,3.590687,2.818423,0.772264,2007
2007,1.452984,44,6,0,1.536697,1.423298,1.508509,-0.0837129999999999,0.113399,0.055525,2.739861,2.695668,0.0441929999999999,2006
2008,2.284668,47,12,0,2.310268,2.212856,2.292668,-0.0256000000000003,0.0974120000000003,0.00800000000000001,2.700935,2.267443,0.433492,2007
2007,1.272837,44,4,1,1.342633,1.3511,1.271649,-0.069796,-0.008467,-0.00118799999999997,2.527768,3.65206,-1.124292,2006
2008,1.866683,49,12,1,1.867374,1.950343,2.006935,-0.000690999999999997,-0.0829689999999998,0.140252,3.71999,3.815315,-0.0953249999999999,2007
2008,1.877691,46,9,0,1.999996,2.024696,1.885691,-0.122305,-0.0246999999999999,0.00800000000000001,2.832028,2.850627,-0.0185989999999996,2007
2007,1.319507,42,9,0,1.445787,1.392248,1.473342,-0.12628,0.053539,0.153835,3.967977,3.210546,0.757431,2006
2008,1.540669,43,6,0,1.566269,1.837906,1.548669,-0.0255999999999998,-0.271637,0.00800000000000001,2.871409,2.669576,0.201833,2007
2005,0.8457341,40,4,0,1.51019,1.593163,0.9340137,-0.6644559,-0.0829730000000002,0.0882795999999999,2.070112,3.251208,-1.181096,2004
2007,1.22869,51,6,1,1.447206,1.478402,1.320771,-0.218516,-0.031196,0.0920809999999999,2.485095,2.634495,-0.1494,2006
2007,1.1991,42,4,1,1.20905,1.236051,1.198747,-0.0099499999999999,-0.0270010000000001,-0.000353000000000048,1.732858,1.951644,-0.218786,2006
2005,0.8457341,39,4,1,1.077304,1.072916,0.8449314,-0.2315699,0.00438800000000006,-0.000802700000000045,2.56799,3.135113,-0.567123,2004
2004,2.126938,42,12,1,1.994429,2.001019,2.548115,0.132509,-0.00658999999999987,0.421177,3.676587,3.719833,-0.0432459999999999,2003
2005,2.543904,43,16,0,2.543211,2.566911,2.667235,0.000693000000000055,-0.0237000000000003,0.123331,3.862242,4.171672,-0.30943,2004
2004,1.199593,42,4,1,1.578654,1.1978,1.20529,-0.379061,0.380854,0.00569700000000006,2.527768,3.283432,-0.755664,2003
2007,1.85109,47,12,1,1.945184,1.93801,1.84883,-0.0940940000000001,0.00717400000000001,-0.00225999999999993,3.138192,4.482297,-1.344105,2006
2006,1.684528,41,4,0,1.046478,1.035878,1.617905,0.63805,0.0105999999999999,-0.0666230000000001,3.169683,2.468421,0.701262,2005
2008,1.080141,45,9,0,1.293893,1.254572,1.235634,-0.213752,0.0393209999999999,0.155493,2.286903,2.330108,-0.0432049999999999,2007
2005,1.435478,42,9,0,1.459935,1.343347,1.379804,-0.024457,0.116588,-0.055674,3.861624,2.774893,1.086731,2004
2004,1.16653,45,6,1,1.407356,1.523453,1.753858,-0.240826,-0.116097,0.587328,2.810061,2.107105,0.702956,2003
2006,2.587038,45,16,0,3.212008,3.206442,2.630301,-0.62497,0.00556599999999996,0.0432629999999996,4.001952,3.854385,0.147567,2005
2007,1.415389,49,12,0,1.476534,1.481561,1.433122,-0.061145,-0.00502699999999989,0.017733,2.738224,2.739861,-0.00163699999999967,2006
2006,1.850304,47,12,1,1.852056,1.874756,1.81314,-0.00175199999999998,-0.0227000000000002,-0.037164,3.319849,2.883466,0.436383,2005
